Hour,Temperature,Forecast,Rain,Rain_rate,Cloud_rate,Pressure,Wind,Gust,Day,Month,Year,Weather
15,32.0,37.0,0.2,1.0,0.54,1006.0,9.0,17.0,13,9,2020,Patchy rain possible
18,28.0,33.0,3.5,1.0,0.76,1008.0,8.0,17.0,13,9,2020,Moderate or heavy rain shower
21,28.0,32.0,0.0,0.0,0.68,1010.0,11.0,11.0,13,9,2020,Cloudy
0,28.0,32.0,0.0,0.0,0.78,1010.0,7.0,10.0,14,9,2020,Cloudy
3,26.0,30.0,0.0,0.0,0.79,1008.0,3.0,5.0,14,9,2020,Cloudy
6,27.0,30.0,0.4,1.0,0.77,1009.0,1.0,1.0,14,9,2020,Patchy rain possible
9,28.0,33.0,0.3,1.0,0.55,1010.0,6.0,12.0,14,9,2020,Patchy rain possible
12,29.0,34.0,1.1,1.0,0.54,1008.0,10.0,15.0,14,9,2020,Heavy rain at times
15,29.0,34.0,1.0,1.0,0.72,1006.0,9.0,13.0,14,9,2020,Heavy rain at times
18,28.0,32.0,1.3,1.0,0.83,1007.0,10.0,15.0,14,9,2020,Heavy rain at times
21,26.0,30.0,0.0,0.0,0.86,1009.0,8.0,15.0,14,9,2020,Overcast
0,26.0,29.0,1.0,1.0,0.67,1009.0,9.0,13.0,15,9,2020,Heavy rain at times
3,25.0,28.0,0.0,0.0,0.59,1008.0,6.0,10.0,15,9,2020,Partly cloudy
6,26.0,29.0,0.0,0.0,0.74,1009.0,4.0,5.0,15,9,2020,Cloudy
9,28.0,32.0,0.0,0.0,0.93,1010.0,5.0,13.0,15,9,2020,Overcast
12,31.0,36.0,0.0,0.0,0.8,1009.0,6.0,15.0,15,9,2020,Cloudy
15,30.0,35.0,1.3,1.0,0.71,1007.0,12.0,23.0,15,9,2020,Heavy rain at times
18,27.0,31.0,1.6,1.0,0.7,1007.0,13.0,27.0,15,9,2020,Moderate or heavy rain shower
21,26.0,29.0,0.0,0.0,0.36,1010.0,10.0,17.0,15,9,2020,Partly cloudy
0,26.0,29.0,0.0,0.0,0.22,1009.0,8.0,12.0,16,9,2020,Clear
3,26.0,30.0,0.0,0.0,0.22,1008.0,5.0,8.0,16,9,2020,Clear
6,26.0,29.0,0.0,0.0,0.28,1009.0,3.0,8.0,16,9,2020,Partly cloudy
9,29.0,33.0,0.0,0.0,0.41,1009.0,9.0,19.0,16,9,2020,Partly cloudy
12,32.0,37.0,0.0,0.0,0.7,1007.0,12.0,22.0,16,9,2020,Cloudy
15,30.0,35.0,2.9,1.0,0.67,1005.0,12.0,23.0,16,9,2020,Moderate or heavy rain shower
18,28.0,33.0,0.0,0.0,0.34,1006.0,13.0,19.0,16,9,2020,Partly cloudy
21,27.0,30.0,0.0,0.0,0.37,1008.0,11.0,17.0,16,9,2020,Partly cloudy
0,27.0,31.0,0.0,0.0,0.82,1008.0,14.0,23.0,17,9,2020,Cloudy
3,27.0,30.0,0.0,0.0,0.76,1006.0,14.0,22.0,17,9,2020,Cloudy
6,27.0,31.0,0.6,1.0,0.8,1006.0,12.0,19.0,17,9,2020,Moderate rain at times
9,29.0,33.0,0.0,0.0,0.8,1007.0,14.0,26.0,17,9,2020,Cloudy
12,29.0,34.0,0.0,0.0,0.72,1005.0,12.0,25.0,17,9,2020,Cloudy
15,28.0,32.0,0.1,1.0,0.7,1004.0,7.0,18.0,17,9,2020,Patchy rain possible
18,27.0,31.0,0.5,1.0,0.76,1004.0,4.0,14.0,17,9,2020,Moderate rain at times
21,26.0,30.0,0.0,0.0,0.85,1006.0,7.0,11.0,17,9,2020,Overcast
0,26.0,29.0,0.0,0.0,0.88,1005.0,18.0,31.0,18,9,2020,Overcast
3,25.0,28.0,0.5,1.0,0.8,1003.0,16.0,30.0,18,9,2020,Moderate rain at times
6,25.0,28.0,1.2,1.0,0.92,1004.0,15.0,28.0,18,9,2020,Heavy rain at times
9,26.0,29.0,0.0,0.0,0.85,1005.0,17.0,34.0,18,9,2020,Cloudy
12,28.0,32.0,1.4,1.0,0.93,1003.0,21.0,39.0,18,9,2020,Heavy rain at times
15,25.0,28.0,3.0,1.0,1.0,1001.0,22.0,39.0,18,9,2020,Moderate or heavy rain shower
18,25.0,28.0,0.8,1.0,1.0,1003.0,22.0,34.0,18,9,2020,Moderate rain at times
21,25.0,28.0,0.0,0.0,1.0,1005.0,18.0,27.0,18,9,2020,Overcast
0,24.0,26.0,0.0,0.0,0.63,1006.0,13.0,24.0,19,9,2020,Cloudy
3,25.0,28.0,0.2,1.0,0.86,1005.0,13.0,20.0,19,9,2020,Patchy rain possible
6,25.0,28.0,0.4,1.0,0.88,1006.0,15.0,22.0,19,9,2020,Patchy rain possible
9,28.0,32.0,0.1,1.0,0.79,1008.0,19.0,26.0,19,9,2020,Patchy rain possible
12,30.0,34.0,0.2,1.0,0.59,1008.0,20.0,31.0,19,9,2020,Patchy rain possible
15,28.0,33.0,0.4,1.0,0.67,1006.0,12.0,23.0,19,9,2020,Patchy rain possible
18,27.0,30.0,1.0,1.0,0.54,1008.0,11.0,17.0,19,9,2020,Heavy rain at times
21,27.0,30.0,0.2,1.0,0.63,1010.0,8.0,13.0,19,9,2020,Patchy rain possible
0,26.0,30.0,0.0,0.0,0.41,1010.0,6.0,9.0,20,9,2020,Partly cloudy
3,26.0,29.0,0.0,0.0,0.28,1009.0,7.0,11.0,20,9,2020,Partly cloudy
6,25.0,28.0,0.0,0.0,0.22,1009.0,8.0,11.0,20,9,2020,Clear
9,29.0,33.0,0.0,0.0,0.22,1010.0,6.0,12.0,20,9,2020,Clear
12,31.0,36.0,0.0,0.0,0.26,1009.0,3.0,12.0,20,9,2020,Partly cloudy
15,32.0,38.0,0.1,1.0,0.66,1007.0,4.0,15.0,20,9,2020,Patchy rain possible
18,28.0,33.0,1.9,1.0,0.64,1008.0,9.0,13.0,20,9,2020,Moderate or heavy rain shower
21,27.0,31.0,0.0,0.0,0.76,1010.0,8.0,8.0,20,9,2020,Cloudy
0,26.0,30.0,1.3,1.0,0.73,1011.0,5.0,9.0,21,9,2020,Heavy rain at times
3,26.0,29.0,0.0,0.0,0.71,1010.0,4.0,6.0,21,9,2020,Cloudy
6,25.0,28.0,0.0,0.0,0.78,1010.0,7.0,10.0,21,9,2020,Cloudy
9,29.0,34.0,0.0,0.0,0.82,1011.0,12.0,15.0,21,9,2020,Cloudy
12,32.0,37.0,0.0,0.0,0.86,1009.0,13.0,22.0,21,9,2020,Overcast
15,32.0,38.0,0.0,0.0,0.82,1007.0,10.0,16.0,21,9,2020,Cloudy
18,29.0,35.0,0.0,0.0,0.8,1008.0,5.0,8.0,21,9,2020,Cloudy
21,28.0,32.0,0.2,1.0,0.77,1009.0,3.0,5.0,21,9,2020,Patchy rain possible
0,27.0,31.0,0.0,0.0,0.84,1009.0,10.0,11.0,22,9,2020,Cloudy
3,27.0,31.0,0.0,0.0,0.79,1009.0,9.0,10.0,22,9,2020,Cloudy
6,27.0,31.0,0.0,0.0,0.56,1009.0,7.0,9.0,22,9,2020,Partly cloudy
9,30.0,36.0,0.1,1.0,0.52,1010.0,6.0,8.0,22,9,2020,Patchy rain possible
12,33.0,39.0,0.2,1.0,0.54,1008.0,7.0,12.0,22,9,2020,Patchy rain possible
15,31.0,37.0,1.1,1.0,0.69,1006.0,9.0,16.0,22,9,2020,Heavy rain at times
18,29.0,34.0,0.4,1.0,0.83,1006.0,10.0,14.0,22,9,2020,Patchy rain possible
21,28.0,32.0,0.0,0.0,0.85,1009.0,6.0,11.0,22,9,2020,Overcast
0,27.0,31.0,0.0,0.0,0.67,1009.0,9.0,9.0,23,9,2020,Cloudy
3,27.0,30.0,0.0,0.0,0.61,1009.0,6.0,10.0,23,9,2020,Cloudy
6,26.0,30.0,0.0,0.0,0.38,1009.0,6.0,8.0,23,9,2020,Partly cloudy
9,29.0,34.0,0.0,0.0,0.26,1010.0,6.0,12.0,23,9,2020,Partly cloudy
12,32.0,38.0,0.2,1.0,0.86,1008.0,8.0,14.0,23,9,2020,Patchy rain possible
15,31.0,36.0,2.3,1.0,0.73,1007.0,11.0,21.0,23,9,2020,Moderate or heavy rain shower
18,29.0,35.0,0.1,1.0,0.87,1007.0,9.0,16.0,23,9,2020,Patchy rain possible
21,28.0,32.0,0.0,0.0,0.63,1010.0,7.0,15.0,23,9,2020,Cloudy
0,27.0,32.0,0.0,0.0,0.51,1010.0,8.0,12.0,24,9,2020,Partly cloudy
3,27.0,30.0,0.0,0.0,0.4,1009.0,6.0,9.0,24,9,2020,Partly cloudy
6,26.0,30.0,0.0,0.0,0.32,1010.0,4.0,5.0,24,9,2020,Partly cloudy
9,31.0,36.0,0.0,0.0,0.23,1011.0,8.0,14.0,24,9,2020,Clear
12,33.0,39.0,0.0,0.0,0.57,1010.0,14.0,22.0,24,9,2020,Partly cloudy
15,30.0,36.0,2.8,1.0,0.75,1008.0,12.0,21.0,24,9,2020,Moderate or heavy rain shower
18,28.0,33.0,1.7,1.0,0.79,1009.0,10.0,17.0,24,9,2020,Moderate or heavy rain shower
21,28.0,32.0,0.0,0.0,0.79,1011.0,9.0,15.0,24,9,2020,Cloudy
0,27.0,31.0,0.0,0.0,0.42,1010.0,9.0,14.0,25,9,2020,Partly cloudy
3,27.0,30.0,0.0,0.0,0.62,1010.0,7.0,12.0,25,9,2020,Cloudy
6,27.0,31.0,0.0,0.0,0.75,1010.0,7.0,10.0,25,9,2020,Cloudy
9,30.0,34.0,0.0,0.0,0.61,1011.0,10.0,13.0,25,9,2020,Cloudy
12,32.0,37.0,0.0,0.0,0.62,1009.0,12.0,25.0,25,9,2020,Cloudy
15,31.0,36.0,0.0,0.0,0.71,1007.0,14.0,26.0,25,9,2020,Cloudy
18,28.0,32.0,0.0,0.0,0.8,1008.0,10.0,17.0,25,9,2020,Cloudy
21,27.0,30.0,0.0,0.0,0.62,1010.0,9.0,11.0,25,9,2020,Cloudy
0,26.0,29.0,0.0,0.0,0.47,1009.0,4.0,6.0,26,9,2020,Partly cloudy
3,26.0,29.0,0.2,1.0,0.54,1008.0,4.0,7.0,26,9,2020,Patchy rain possible
6,27.0,30.0,0.0,0.0,0.5,1009.0,1.0,3.0,26,9,2020,Partly cloudy
9,29.0,33.0,0.1,1.0,0.63,1009.0,9.0,17.0,26,9,2020,Patchy rain possible
12,32.0,38.0,0.0,0.0,0.71,1007.0,15.0,26.0,26,9,2020,Cloudy
15,31.0,37.0,0.0,0.0,0.58,1005.0,13.0,29.0,26,9,2020,Partly cloudy
18,28.0,33.0,1.4,1.0,0.71,1006.0,10.0,16.0,26,9,2020,Heavy rain at times
21,27.0,31.0,0.0,0.0,0.62,1008.0,9.0,12.0,26,9,2020,Cloudy
0,26.0,30.0,0.0,0.0,0.5,1007.0,8.0,13.0,27,9,2020,Partly cloudy
3,26.0,29.0,0.9,1.0,0.75,1006.0,8.0,13.0,27,9,2020,Moderate rain at times
6,26.0,29.0,1.1,1.0,0.82,1007.0,9.0,14.0,27,9,2020,Heavy rain at times
9,27.0,30.0,0.6,1.0,0.59,1008.0,6.0,10.0,27,9,2020,Moderate rain at times
12,28.0,33.0,0.0,0.0,0.66,1007.0,6.0,17.0,27,9,2020,Cloudy
15,28.0,32.0,4.8,1.0,0.65,1005.0,10.0,13.0,27,9,2020,Moderate or heavy rain shower
18,26.0,30.0,0.7,1.0,0.77,1006.0,9.0,13.0,27,9,2020,Moderate rain at times
21,26.0,30.0,0.3,1.0,0.56,1008.0,6.0,9.0,27,9,2020,Patchy rain possible
0,25.0,28.0,0.0,0.0,0.87,1008.0,4.0,6.0,28,9,2020,Overcast
3,26.0,29.0,0.0,0.0,0.44,1006.0,3.0,5.0,28,9,2020,Partly cloudy
6,25.0,29.0,0.0,0.0,0.19,1007.0,4.0,5.0,28,9,2020,Clear
9,28.0,32.0,0.1,1.0,0.65,1008.0,7.0,15.0,28,9,2020,Patchy rain possible
12,29.0,34.0,0.5,1.0,0.8,1006.0,14.0,24.0,28,9,2020,Moderate rain at times
15,28.0,33.0,0.2,1.0,0.74,1005.0,19.0,29.0,28,9,2020,Patchy rain possible
18,27.0,30.0,0.0,0.0,0.78,1006.0,16.0,22.0,28,9,2020,Cloudy
21,26.0,29.0,0.0,0.0,0.83,1009.0,14.0,21.0,28,9,2020,Cloudy
0,26.0,28.0,0.0,0.0,0.46,1010.0,10.0,15.0,29,9,2020,Partly cloudy
3,25.0,28.0,0.3,1.0,0.51,1008.0,9.0,14.0,29,9,2020,Patchy rain possible
6,25.0,28.0,0.2,1.0,0.82,1009.0,6.0,8.0,29,9,2020,Patchy rain possible
9,29.0,34.0,0.0,0.0,0.5,1009.0,12.0,24.0,29,9,2020,Partly cloudy
12,31.0,37.0,0.1,1.0,0.77,1008.0,11.0,28.0,29,9,2020,Patchy rain possible
15,28.0,32.0,0.5,1.0,0.88,1006.0,13.0,26.0,29,9,2020,Moderate rain at times
18,28.0,32.0,1.8,1.0,0.86,1007.0,10.0,16.0,29,9,2020,Moderate or heavy rain shower
21,26.0,30.0,0.3,1.0,0.62,1009.0,5.0,9.0,29,9,2020,Patchy rain possible
0,26.0,29.0,0.9,1.0,0.73,1009.0,11.0,11.0,30,9,2020,Moderate rain at times
3,26.0,29.0,0.3,1.0,0.57,1008.0,8.0,13.0,30,9,2020,Patchy rain possible
6,25.0,28.0,0.6,1.0,0.87,1008.0,7.0,9.0,30,9,2020,Moderate rain at times
9,29.0,34.0,0.0,0.0,0.41,1009.0,13.0,15.0,30,9,2020,Partly cloudy
12,31.0,37.0,0.1,1.0,0.81,1007.0,14.0,24.0,30,9,2020,Patchy rain possible
15,32.0,38.0,0.0,0.0,0.62,1005.0,8.0,21.0,30,9,2020,Cloudy
18,30.0,35.0,0.0,0.0,0.84,1005.0,5.0,12.0,30,9,2020,Cloudy
21,28.0,33.0,0.0,0.0,0.6,1007.0,4.0,13.0,30,9,2020,Cloudy
0,26.0,30.0,0.0,0.0,0.22,1007.0,11.0,14.0,1,10,2020,Clear
3,27.0,30.0,0.0,0.0,0.56,1006.0,9.0,14.0,1,10,2020,Partly cloudy
6,26.0,29.0,0.0,0.0,0.52,1007.0,7.0,9.0,1,10,2020,Partly cloudy
9,30.0,35.0,0.0,0.0,0.72,1007.0,6.0,13.0,1,10,2020,Cloudy
12,33.0,39.0,0.0,0.0,0.86,1006.0,9.0,21.0,1,10,2020,Overcast
15,33.0,39.0,0.5,1.0,0.88,1004.0,11.0,17.0,1,10,2020,Moderate rain at times
18,30.0,35.0,0.0,0.0,0.8,1004.0,12.0,13.0,1,10,2020,Cloudy
21,28.0,32.0,0.0,0.0,0.72,1006.0,10.0,11.0,1,10,2020,Cloudy
0,27.0,31.0,0.0,0.0,0.78,1006.0,9.0,10.0,2,10,2020,Cloudy
3,27.0,31.0,0.4,1.0,0.75,1005.0,5.0,9.0,2,10,2020,Patchy rain possible
6,26.0,30.0,0.0,0.0,0.64,1007.0,3.0,4.0,2,10,2020,Cloudy
9,29.0,34.0,0.2,1.0,0.75,1008.0,5.0,12.0,2,10,2020,Patchy rain possible
12,31.0,37.0,1.8,1.0,0.77,1006.0,8.0,15.0,2,10,2020,Moderate or heavy rain shower
15,30.0,35.0,2.2,1.0,0.6,1005.0,12.0,24.0,2,10,2020,Moderate or heavy rain shower
18,27.0,31.0,3.2,1.0,0.76,1006.0,12.0,24.0,2,10,2020,Moderate or heavy rain shower
21,26.0,30.0,0.3,1.0,0.88,1008.0,10.0,12.0,2,10,2020,Patchy rain possible
0,26.0,30.0,0.1,1.0,0.69,1008.0,6.0,8.0,3,10,2020,Patchy rain possible
3,26.0,29.0,0.0,0.0,0.37,1007.0,5.0,6.0,3,10,2020,Partly cloudy
6,26.0,29.0,0.0,0.0,0.17,1008.0,5.0,7.0,3,10,2020,Clear
9,29.0,34.0,0.2,1.0,0.84,1009.0,7.0,14.0,3,10,2020,Patchy rain possible
12,31.0,37.0,0.2,1.0,0.57,1007.0,8.0,17.0,3,10,2020,Patchy rain possible
15,32.0,38.0,1.4,1.0,0.75,1006.0,12.0,20.0,3,10,2020,Heavy rain at times
18,28.0,32.0,2.4,1.0,0.66,1007.0,12.0,19.0,3,10,2020,Moderate or heavy rain shower
21,27.0,31.0,1.1,1.0,0.74,1009.0,10.0,18.0,3,10,2020,Heavy rain at times
0,27.0,31.0,0.0,0.0,0.67,1009.0,9.0,11.0,4,10,2020,Cloudy
3,26.0,30.0,0.0,0.0,0.6,1008.0,9.0,14.0,4,10,2020,Cloudy
6,26.0,29.0,0.0,0.0,0.78,1009.0,8.0,11.0,4,10,2020,Cloudy
9,29.0,33.0,0.0,0.0,0.62,1010.0,13.0,19.0,4,10,2020,Cloudy
12,30.0,35.0,0.2,1.0,0.51,1008.0,17.0,28.0,4,10,2020,Patchy rain possible
15,29.0,33.0,3.9,1.0,0.72,1007.0,12.0,32.0,4,10,2020,Moderate or heavy rain shower
18,27.0,30.0,1.8,1.0,0.77,1008.0,12.0,26.0,4,10,2020,Moderate or heavy rain shower
21,26.0,29.0,0.0,0.0,0.91,1010.0,9.0,16.0,4,10,2020,Overcast
0,26.0,29.0,0.0,0.0,0.83,1009.0,12.0,14.0,5,10,2020,Cloudy
3,25.0,28.0,0.7,1.0,0.71,1008.0,12.0,18.0,5,10,2020,Moderate rain at times
6,25.0,28.0,0.6,1.0,0.55,1008.0,12.0,16.0,5,10,2020,Moderate rain at times
9,27.0,31.0,0.3,1.0,0.73,1010.0,12.0,15.0,5,10,2020,Patchy rain possible
12,29.0,34.0,2.0,1.0,0.51,1008.0,14.0,22.0,5,10,2020,Moderate or heavy rain shower
15,30.0,35.0,0.1,1.0,0.64,1006.0,13.0,23.0,5,10,2020,Patchy rain possible
18,27.0,31.0,1.6,1.0,0.75,1007.0,8.0,10.0,5,10,2020,Moderate or heavy rain shower
21,26.0,30.0,0.6,1.0,0.62,1009.0,4.0,6.0,5,10,2020,Moderate rain at times
0,25.0,28.0,0.8,1.0,0.65,1009.0,7.0,10.0,6,10,2020,Moderate rain at times
3,25.0,27.0,0.2,1.0,0.71,1008.0,5.0,8.0,6,10,2020,Patchy rain possible
6,25.0,28.0,0.0,0.0,0.65,1008.0,4.0,5.0,6,10,2020,Cloudy
9,27.0,31.0,0.0,0.0,0.61,1009.0,8.0,18.0,6,10,2020,Cloudy
12,29.0,33.0,1.5,1.0,0.63,1008.0,10.0,19.0,6,10,2020,Moderate or heavy rain shower
15,29.0,33.0,0.2,1.0,0.68,1006.0,8.0,10.0,6,10,2020,Patchy rain possible
18,27.0,31.0,1.0,1.0,0.86,1007.0,4.0,6.0,6,10,2020,Heavy rain at times
21,27.0,30.0,0.6,1.0,0.76,1008.0,3.0,5.0,6,10,2020,Moderate rain at times
0,25.0,28.0,0.2,1.0,0.69,1007.0,7.0,11.0,7,10,2020,Patchy rain possible
3,25.0,27.0,1.1,1.0,0.65,1006.0,9.0,12.0,7,10,2020,Heavy rain at times
6,25.0,27.0,1.5,1.0,0.57,1006.0,7.0,10.0,7,10,2020,Moderate or heavy rain shower
9,26.0,29.0,0.6,1.0,0.64,1008.0,10.0,14.0,7,10,2020,Moderate rain at times
12,27.0,30.0,0.9,1.0,0.6,1006.0,14.0,22.0,7,10,2020,Moderate rain at times
15,27.0,30.0,0.4,1.0,0.71,1004.0,13.0,20.0,7,10,2020,Patchy rain possible
18,26.0,29.0,0.6,1.0,0.8,1005.0,9.0,12.0,7,10,2020,Moderate rain at times
21,25.0,28.0,0.0,0.0,0.88,1006.0,6.0,10.0,7,10,2020,Overcast
0,24.0,27.0,0.0,0.0,0.59,1006.0,5.0,8.0,8,10,2020,Partly cloudy
3,24.0,26.0,0.3,1.0,0.8,1005.0,5.0,9.0,8,10,2020,Patchy rain possible
6,25.0,27.0,0.0,0.0,0.34,1006.0,7.0,9.0,8,10,2020,Partly cloudy
9,29.0,33.0,0.0,0.0,0.49,1007.0,10.0,17.0,8,10,2020,Partly cloudy
12,30.0,35.0,0.1,1.0,0.67,1006.0,13.0,20.0,8,10,2020,Patchy rain possible
15,30.0,35.0,0.9,1.0,0.8,1004.0,16.0,22.0,8,10,2020,Moderate rain at times
18,28.0,32.0,0.3,1.0,0.77,1005.0,10.0,19.0,8,10,2020,Patchy rain possible
21,26.0,30.0,1.7,1.0,0.69,1007.0,8.0,14.0,8,10,2020,Moderate or heavy rain shower
0,25.0,29.0,1.3,1.0,0.55,1008.0,7.0,13.0,9,10,2020,Heavy rain at times
3,25.0,28.0,0.2,1.0,0.57,1007.0,7.0,12.0,9,10,2020,Patchy rain possible
6,26.0,29.0,0.5,1.0,0.7,1008.0,7.0,10.0,9,10,2020,Moderate rain at times
9,28.0,33.0,0.3,1.0,0.83,1009.0,10.0,14.0,9,10,2020,Patchy rain possible
12,28.0,33.0,0.3,1.0,0.71,1007.0,12.0,22.0,9,10,2020,Patchy rain possible
15,27.0,31.0,0.9,1.0,0.7,1006.0,12.0,20.0,9,10,2020,Moderate rain at times
18,26.0,29.0,1.3,1.0,0.83,1007.0,6.0,11.0,9,10,2020,Heavy rain at times
21,25.0,28.0,0.9,1.0,0.85,1009.0,5.0,7.0,9,10,2020,Moderate rain at times
0,25.0,27.0,0.7,1.0,0.78,1008.0,3.0,4.0,10,10,2020,Moderate rain at times
3,24.0,27.0,0.6,1.0,0.66,1007.0,3.0,5.0,10,10,2020,Moderate rain at times
6,25.0,28.0,0.5,1.0,0.56,1007.0,4.0,6.0,10,10,2020,Moderate rain at times
9,27.0,30.0,0.2,1.0,0.59,1008.0,5.0,6.0,10,10,2020,Patchy rain possible
12,30.0,36.0,0.2,1.0,0.73,1006.0,7.0,15.0,10,10,2020,Patchy rain possible
15,28.0,33.0,1.6,1.0,0.7,1004.0,10.0,20.0,10,10,2020,Moderate or heavy rain shower
18,26.0,29.0,3.0,1.0,0.89,1005.0,11.0,19.0,10,10,2020,Moderate or heavy rain shower
21,25.0,28.0,1.3,1.0,0.82,1007.0,12.0,19.0,10,10,2020,Heavy rain at times
0,24.0,27.0,2.0,1.0,0.68,1007.0,9.0,15.0,11,10,2020,Moderate or heavy rain shower
3,24.0,27.0,0.1,1.0,0.8,1006.0,9.0,14.0,11,10,2020,Patchy rain possible
6,25.0,28.0,0.4,1.0,0.76,1007.0,5.0,7.0,11,10,2020,Patchy rain possible
9,26.0,30.0,0.1,1.0,0.75,1007.0,8.0,17.0,11,10,2020,Patchy rain possible
12,29.0,34.0,0.2,1.0,0.74,1005.0,12.0,20.0,11,10,2020,Patchy rain possible
15,28.0,32.0,0.7,1.0,0.68,1003.0,11.0,19.0,11,10,2020,Moderate rain at times
18,26.0,30.0,3.0,1.0,0.78,1004.0,11.0,23.0,11,10,2020,Moderate or heavy rain shower
21,26.0,29.0,1.3,1.0,0.69,1006.0,8.0,15.0,11,10,2020,Heavy rain at times
0,26.0,29.0,0.1,1.0,0.74,1005.0,4.0,7.0,12,10,2020,Patchy rain possible
3,25.0,28.0,0.4,1.0,0.63,1005.0,4.0,6.0,12,10,2020,Patchy rain possible
6,25.0,28.0,0.0,0.0,0.86,1006.0,6.0,9.0,12,10,2020,Overcast
9,27.0,31.0,0.0,0.0,0.99,1006.0,10.0,18.0,12,10,2020,Overcast
12,29.0,34.0,0.2,1.0,0.93,1004.0,14.0,24.0,12,10,2020,Patchy rain possible
15,28.0,33.0,0.0,0.0,0.75,1003.0,14.0,20.0,12,10,2020,Cloudy
18,26.0,30.0,0.2,1.0,0.72,1004.0,12.0,18.0,12,10,2020,Patchy rain possible
21,25.0,28.0,0.0,0.0,0.92,1006.0,10.0,15.0,12,10,2020,Overcast
0,25.0,28.0,0.0,0.0,0.95,1005.0,9.0,13.0,13,10,2020,Overcast
3,25.0,28.0,0.2,1.0,1.0,1004.0,7.0,10.0,13,10,2020,Patchy rain possible
6,25.0,28.0,0.4,1.0,0.99,1005.0,3.0,4.0,13,10,2020,Patchy rain possible
9,28.0,31.0,0.0,0.0,1.0,1006.0,6.0,13.0,13,10,2020,Overcast
12,29.0,34.0,0.0,0.0,0.91,1005.0,6.0,17.0,13,10,2020,Overcast
15,29.0,33.0,0.3,1.0,0.74,1003.0,13.0,20.0,13,10,2020,Patchy rain possible
18,26.0,29.0,1.7,1.0,0.89,1005.0,12.0,20.0,13,10,2020,Moderate or heavy rain shower
21,24.0,26.0,0.4,1.0,1.0,1007.0,11.0,18.0,13,10,2020,Patchy rain possible
0,25.0,28.0,0.0,0.0,0.89,1006.0,14.0,17.0,14,10,2020,Overcast
3,25.0,27.0,0.0,0.0,1.0,1005.0,11.0,19.0,14,10,2020,Overcast
6,25.0,27.0,1.0,1.0,1.0,1007.0,13.0,20.0,14,10,2020,Heavy rain at times
9,25.0,28.0,0.0,0.0,1.0,1008.0,14.0,27.0,14,10,2020,Overcast
12,28.0,33.0,0.1,1.0,0.87,1007.0,14.0,31.0,14,10,2020,Patchy rain possible
15,28.0,31.0,1.1,1.0,0.93,1005.0,12.0,24.0,14,10,2020,Heavy rain at times
18,26.0,29.0,1.5,1.0,0.71,1007.0,14.0,22.0,14,10,2020,Moderate or heavy rain shower
21,25.0,28.0,0.0,0.0,0.56,1008.0,12.0,19.0,14,10,2020,Partly cloudy
0,25.0,27.0,0.0,0.0,0.95,1007.0,11.0,18.0,15,10,2020,Overcast
3,24.0,27.0,0.6,1.0,0.84,1006.0,12.0,19.0,15,10,2020,Moderate rain at times
6,25.0,27.0,0.9,1.0,0.78,1007.0,13.0,20.0,15,10,2020,Moderate rain at times
9,26.0,30.0,0.4,1.0,0.81,1007.0,17.0,23.0,15,10,2020,Patchy rain possible
12,29.0,34.0,0.3,1.0,0.81,1005.0,20.0,35.0,15,10,2020,Patchy rain possible
15,28.0,32.0,1.2,1.0,0.92,1003.0,20.0,35.0,15,10,2020,Heavy rain at times
18,26.0,30.0,0.2,1.0,0.83,1005.0,16.0,27.0,15,10,2020,Patchy rain possible
21,26.0,29.0,0.5,1.0,0.76,1006.0,15.0,21.0,15,10,2020,Moderate rain at times
0,25.0,28.0,0.4,1.0,0.76,1006.0,12.0,21.0,16,10,2020,Patchy rain possible
3,25.0,28.0,1.9,1.0,0.82,1005.0,9.0,16.0,16,10,2020,Moderate or heavy rain shower
6,25.0,28.0,1.6,1.0,0.9,1006.0,11.0,20.0,16,10,2020,Moderate or heavy rain shower
9,25.0,28.0,1.1,1.0,0.98,1007.0,14.0,24.0,16,10,2020,Heavy rain at times
12,26.0,29.0,1.3,1.0,1.0,1006.0,15.0,29.0,16,10,2020,Heavy rain at times
15,25.0,27.0,2.8,1.0,1.0,1004.0,15.0,26.0,16,10,2020,Moderate or heavy rain shower
18,23.0,25.0,5.8,1.0,0.82,1005.0,14.0,24.0,16,10,2020,Moderate or heavy rain shower
21,20.0,20.0,2.6,1.0,0.82,1006.0,12.0,18.0,16,10,2020,Moderate or heavy rain shower
0,24.0,27.0,0.4,1.0,0.9,1005.0,9.0,14.0,17,10,2020,Patchy rain possible
3,24.0,27.0,0.5,1.0,0.99,1004.0,7.0,21.0,17,10,2020,Moderate rain at times
6,24.0,27.0,0.5,1.0,1.0,1005.0,5.0,15.0,17,10,2020,Moderate rain at times
9,25.0,29.0,0.3,1.0,0.87,1006.0,10.0,24.0,17,10,2020,Patchy rain possible
12,27.0,31.0,0.3,1.0,0.85,1005.0,13.0,31.0,17,10,2020,Patchy rain possible
15,26.0,30.0,1.5,1.0,0.67,1003.0,13.0,23.0,17,10,2020,Moderate or heavy rain shower
18,26.0,29.0,2.4,1.0,0.58,1005.0,12.0,24.0,17,10,2020,Moderate or heavy rain shower
21,25.0,28.0,1.5,1.0,0.69,1006.0,10.0,14.0,17,10,2020,Moderate or heavy rain shower
0,25.0,28.0,0.0,0.0,0.86,1007.0,11.0,14.0,18,10,2020,Overcast
