Hour,Temperature,Forecast,Rain,Rain_rate,Cloud_rate,Pressure,Wind,Gust,Day,Month,Year,Weather
3,25.0,28.0,0.0,0.0,0.92,1006.0,10.0,18.0,18,10,2020,Overcast
6,25.0,28.0,1.1,1.0,0.86,1008.0,8.0,15.0,18,10,2020,Heavy rain at times
9,28.0,32.0,0.0,0.0,0.88,1009.0,12.0,25.0,18,10,2020,Overcast
12,29.0,33.0,1.7,1.0,0.79,1007.0,16.0,34.0,18,10,2020,Moderate or heavy rain shower
15,27.0,32.0,1.9,1.0,0.86,1006.0,14.0,29.0,18,10,2020,Moderate or heavy rain shower
18,26.0,30.0,0.8,1.0,0.77,1008.0,10.0,18.0,18,10,2020,Moderate rain at times
21,26.0,29.0,1.0,1.0,0.73,1009.0,8.0,14.0,18,10,2020,Heavy rain at times
0,25.0,28.0,0.5,1.0,0.59,1010.0,1.0,10.0,19,10,2020,Moderate rain at times
3,25.0,28.0,0.9,1.0,0.85,1008.0,1.0,8.0,19,10,2020,Moderate rain at times
6,26.0,28.0,0.5,1.0,0.5,1009.0,2.0,7.0,19,10,2020,Moderate rain at times
9,27.0,30.0,0.3,1.0,0.81,1010.0,4.0,13.0,19,10,2020,Patchy rain possible
12,29.0,34.0,0.3,1.0,0.89,1008.0,8.0,19.0,19,10,2020,Patchy rain possible
15,29.0,33.0,1.1,1.0,0.71,1006.0,10.0,21.0,19,10,2020,Heavy rain at times
18,27.0,31.0,0.7,1.0,0.68,1007.0,9.0,13.0,19,10,2020,Moderate rain at times
21,26.0,29.0,0.6,1.0,0.58,1009.0,8.0,13.0,19,10,2020,Moderate rain at times
0,25.0,27.0,0.5,1.0,0.82,1009.0,9.0,14.0,20,10,2020,Moderate rain at times
3,24.0,27.0,0.6,1.0,0.74,1008.0,9.0,13.0,20,10,2020,Moderate rain at times
6,25.0,27.0,1.1,1.0,0.81,1009.0,8.0,12.0,20,10,2020,Heavy rain at times
9,28.0,31.0,0.2,1.0,0.86,1010.0,10.0,12.0,20,10,2020,Patchy rain possible
12,31.0,35.0,0.3,1.0,0.79,1008.0,12.0,18.0,20,10,2020,Patchy rain possible
15,30.0,36.0,0.3,1.0,0.59,1006.0,12.0,19.0,20,10,2020,Patchy rain possible
18,28.0,32.0,1.5,1.0,0.51,1007.0,10.0,17.0,20,10,2020,Moderate or heavy rain shower
21,26.0,30.0,0.0,0.0,0.65,1009.0,8.0,10.0,20,10,2020,Cloudy
0,26.0,29.0,1.7,1.0,0.74,1008.0,3.0,7.0,21,10,2020,Moderate or heavy rain shower
3,25.0,28.0,0.0,0.0,0.49,1008.0,3.0,11.0,21,10,2020,Partly cloudy
6,25.0,29.0,0.0,0.0,0.47,1009.0,6.0,8.0,21,10,2020,Partly cloudy
9,28.0,32.0,0.0,0.0,0.65,1010.0,7.0,17.0,21,10,2020,Cloudy
12,30.0,36.0,0.1,1.0,0.63,1008.0,6.0,14.0,21,10,2020,Patchy rain possible
15,29.0,35.0,1.2,1.0,0.74,1005.0,6.0,14.0,21,10,2020,Heavy rain at times
18,28.0,32.0,2.6,1.0,0.64,1006.0,6.0,13.0,21,10,2020,Moderate or heavy rain shower
21,26.0,30.0,1.7,1.0,0.63,1008.0,6.0,12.0,21,10,2020,Moderate or heavy rain shower
0,26.0,30.0,0.0,0.0,0.85,1008.0,6.0,9.0,22,10,2020,Overcast
3,25.0,28.0,0.0,0.0,0.84,1007.0,9.0,13.0,22,10,2020,Cloudy
6,26.0,28.0,0.0,0.0,0.85,1008.0,9.0,13.0,22,10,2020,Overcast
9,29.0,33.0,0.0,0.0,0.62,1010.0,11.0,17.0,22,10,2020,Cloudy
12,31.0,35.0,0.0,0.0,0.56,1008.0,10.0,18.0,22,10,2020,Partly cloudy
15,31.0,37.0,0.0,0.0,0.73,1006.0,4.0,14.0,22,10,2020,Cloudy
18,29.0,34.0,0.0,0.0,0.84,1007.0,6.0,9.0,22,10,2020,Cloudy
21,27.0,30.0,0.0,0.0,0.8,1009.0,9.0,14.0,22,10,2020,Cloudy
0,26.0,29.0,0.0,0.0,0.73,1009.0,5.0,8.0,23,10,2020,Cloudy
3,25.0,28.0,0.0,0.0,0.82,1008.0,7.0,11.0,23,10,2020,Cloudy
6,25.0,28.0,0.0,0.0,0.83,1008.0,7.0,10.0,23,10,2020,Cloudy
9,28.0,32.0,0.0,0.0,0.77,1009.0,7.0,14.0,23,10,2020,Cloudy
12,31.0,35.0,0.0,0.0,0.68,1008.0,9.0,15.0,23,10,2020,Cloudy
15,30.0,35.0,0.0,0.0,0.69,1006.0,8.0,10.0,23,10,2020,Cloudy
18,27.0,31.0,0.4,1.0,0.64,1008.0,11.0,17.0,23,10,2020,Patchy rain possible
21,26.0,28.0,0.0,0.0,0.72,1011.0,11.0,17.0,23,10,2020,Cloudy
0,25.0,27.0,1.3,1.0,0.88,1010.0,9.0,13.0,24,10,2020,Heavy rain at times
3,25.0,27.0,0.3,1.0,0.87,1009.0,5.0,9.0,24,10,2020,Patchy rain possible
6,25.0,28.0,0.0,0.0,0.71,1010.0,4.0,5.0,24,10,2020,Cloudy
9,27.0,30.0,0.2,1.0,0.68,1010.0,3.0,9.0,24,10,2020,Patchy rain possible
12,30.0,35.0,0.1,1.0,0.71,1008.0,2.0,10.0,24,10,2020,Patchy rain possible
15,30.0,35.0,0.3,1.0,0.62,1007.0,6.0,15.0,24,10,2020,Patchy rain possible
18,27.0,31.0,2.5,1.0,0.61,1009.0,9.0,19.0,24,10,2020,Moderate or heavy rain shower
21,26.0,29.0,1.1,1.0,0.76,1010.0,10.0,18.0,24,10,2020,Heavy rain at times
0,25.0,28.0,0.0,0.0,0.61,1010.0,9.0,14.0,25,10,2020,Cloudy
3,25.0,28.0,0.0,0.0,0.74,1010.0,7.0,11.0,25,10,2020,Cloudy
6,26.0,29.0,0.2,1.0,0.84,1011.0,5.0,6.0,25,10,2020,Patchy rain possible
9,27.0,31.0,0.0,0.0,0.88,1011.0,5.0,11.0,25,10,2020,Overcast
12,30.0,36.0,1.1,1.0,0.86,1010.0,7.0,13.0,25,10,2020,Heavy rain at times
15,28.0,32.0,2.2,1.0,0.83,1007.0,8.0,15.0,25,10,2020,Moderate or heavy rain shower
18,27.0,31.0,1.5,1.0,0.84,1009.0,8.0,12.0,25,10,2020,Heavy rain at times
21,26.0,30.0,0.0,0.0,0.8,1010.0,7.0,13.0,25,10,2020,Cloudy
0,26.0,29.0,0.0,0.0,0.85,1009.0,5.0,9.0,26,10,2020,Overcast
3,26.0,28.0,1.1,1.0,0.75,1009.0,5.0,10.0,26,10,2020,Heavy rain at times
6,26.0,28.0,1.1,1.0,0.75,1010.0,8.0,15.0,26,10,2020,Heavy rain at times
9,28.0,32.0,0.2,1.0,0.75,1010.0,11.0,19.0,26,10,2020,Patchy rain possible
12,30.0,35.0,0.0,0.0,0.66,1008.0,13.0,21.0,26,10,2020,Cloudy
15,30.0,36.0,0.4,1.0,0.77,1006.0,13.0,21.0,26,10,2020,Patchy rain possible
18,28.0,31.0,0.0,0.0,0.42,1007.0,9.0,13.0,26,10,2020,Partly cloudy
21,26.0,29.0,0.0,0.0,0.61,1009.0,10.0,16.0,26,10,2020,Cloudy
0,26.0,29.0,0.0,0.0,0.66,1008.0,4.0,6.0,27,10,2020,Cloudy
3,26.0,28.0,0.0,0.0,0.42,1007.0,5.0,9.0,27,10,2020,Partly cloudy
6,25.0,28.0,0.0,0.0,0.29,1008.0,9.0,13.0,27,10,2020,Partly cloudy
9,27.0,31.0,0.0,0.0,0.24,1009.0,13.0,15.0,27,10,2020,Clear
12,30.0,34.0,0.0,0.0,0.42,1007.0,17.0,25.0,27,10,2020,Partly cloudy
15,29.0,34.0,0.0,0.0,0.66,1004.0,14.0,24.0,27,10,2020,Cloudy
18,28.0,31.0,0.0,0.0,0.62,1005.0,12.0,19.0,27,10,2020,Cloudy
21,27.0,30.0,0.0,0.0,0.66,1006.0,12.0,20.0,27,10,2020,Cloudy
0,26.0,29.0,0.0,0.0,0.23,1005.0,12.0,20.0,28,10,2020,Clear
3,26.0,28.0,0.0,0.0,0.41,1005.0,12.0,19.0,28,10,2020,Partly cloudy
6,25.0,28.0,0.0,0.0,0.45,1006.0,14.0,21.0,28,10,2020,Partly cloudy
9,27.0,30.0,0.0,0.0,0.38,1007.0,16.0,26.0,28,10,2020,Partly cloudy
12,28.0,31.0,0.1,1.0,0.88,1006.0,22.0,34.0,28,10,2020,Patchy rain possible
15,29.0,32.0,0.2,1.0,0.75,1004.0,17.0,30.0,28,10,2020,Patchy rain possible
18,27.0,30.0,0.0,0.0,0.53,1005.0,11.0,20.0,28,10,2020,Partly cloudy
21,26.0,29.0,0.0,0.0,0.66,1007.0,8.0,17.0,28,10,2020,Cloudy
0,25.0,28.0,0.0,0.0,0.76,1008.0,6.0,14.0,29,10,2020,Cloudy
3,25.0,27.0,0.0,0.0,0.72,1008.0,6.0,15.0,29,10,2020,Cloudy
6,25.0,28.0,0.0,0.0,0.59,1009.0,4.0,12.0,29,10,2020,Partly cloudy
9,28.0,32.0,0.0,0.0,0.51,1010.0,8.0,19.0,29,10,2020,Partly cloudy
12,28.0,31.0,1.4,1.0,0.65,1009.0,15.0,23.0,29,10,2020,Heavy rain at times
15,26.0,29.0,0.1,1.0,0.63,1008.0,8.0,16.0,29,10,2020,Patchy rain possible
18,26.0,28.0,0.5,1.0,0.53,1009.0,4.0,13.0,29,10,2020,Moderate rain at times
21,25.0,28.0,0.2,1.0,0.85,1011.0,6.0,9.0,29,10,2020,Patchy rain possible
0,25.0,28.0,0.1,1.0,0.86,1011.0,5.0,7.0,30,10,2020,Patchy rain possible
3,24.0,27.0,0.4,1.0,0.51,1010.0,4.0,5.0,30,10,2020,Patchy rain possible
6,25.0,27.0,0.0,0.0,0.29,1011.0,4.0,6.0,30,10,2020,Partly cloudy
9,28.0,32.0,0.1,1.0,0.74,1012.0,5.0,11.0,30,10,2020,Patchy rain possible
12,31.0,37.0,0.1,1.0,0.7,1010.0,8.0,16.0,30,10,2020,Patchy rain possible
15,32.0,38.0,0.0,0.0,0.58,1008.0,7.0,14.0,30,10,2020,Partly cloudy
18,29.0,35.0,0.2,1.0,0.75,1009.0,12.0,19.0,30,10,2020,Patchy rain possible
21,27.0,31.0,0.0,0.0,0.6,1010.0,12.0,14.0,30,10,2020,Cloudy
0,26.0,30.0,0.0,0.0,0.55,1011.0,9.0,14.0,31,10,2020,Partly cloudy
3,26.0,29.0,0.2,1.0,0.82,1010.0,5.0,8.0,31,10,2020,Patchy rain possible
6,25.0,28.0,0.0,0.0,0.77,1011.0,4.0,6.0,31,10,2020,Cloudy
9,30.0,35.0,0.0,0.0,0.62,1012.0,5.0,12.0,31,10,2020,Cloudy
12,32.0,38.0,0.0,0.0,0.58,1009.0,6.0,16.0,31,10,2020,Partly cloudy
15,32.0,39.0,0.0,0.0,0.74,1007.0,6.0,14.0,31,10,2020,Cloudy
18,29.0,34.0,2.0,1.0,0.64,1008.0,6.0,13.0,31,10,2020,Moderate or heavy rain shower
21,27.0,31.0,0.2,1.0,0.7,1010.0,8.0,14.0,31,10,2020,Patchy rain possible
0,27.0,30.0,0.6,1.0,0.78,1010.0,4.0,6.0,1,11,2020,Moderate rain at times
3,26.0,29.0,0.0,0.0,0.55,1010.0,6.0,9.0,1,11,2020,Partly cloudy
6,26.0,29.0,0.0,0.0,0.38,1011.0,9.0,13.0,1,11,2020,Partly cloudy
9,28.0,32.0,0.0,0.0,0.54,1011.0,11.0,13.0,1,11,2020,Partly cloudy
12,31.0,37.0,0.0,0.0,0.68,1009.0,12.0,19.0,1,11,2020,Cloudy
15,32.0,40.0,0.2,1.0,0.72,1007.0,6.0,14.0,1,11,2020,Patchy rain possible
18,28.0,32.0,1.5,1.0,0.75,1008.0,6.0,21.0,1,11,2020,Moderate or heavy rain shower
21,27.0,31.0,0.4,1.0,0.82,1010.0,12.0,21.0,1,11,2020,Patchy rain possible
0,26.0,29.0,0.2,1.0,0.77,1011.0,5.0,9.0,2,11,2020,Patchy rain possible
3,26.0,29.0,0.0,0.0,0.71,1010.0,4.0,6.0,2,11,2020,Cloudy
6,25.0,28.0,0.0,0.0,0.72,1010.0,7.0,10.0,2,11,2020,Cloudy
9,28.0,32.0,0.1,1.0,0.78,1011.0,11.0,13.0,2,11,2020,Patchy rain possible
12,31.0,36.0,0.2,1.0,0.77,1010.0,14.0,16.0,2,11,2020,Patchy rain possible
15,31.0,36.0,0.0,0.0,0.63,1008.0,9.0,11.0,2,11,2020,Cloudy
18,28.0,31.0,0.0,0.0,0.49,1009.0,12.0,13.0,2,11,2020,Partly cloudy
21,26.0,29.0,0.0,0.0,0.21,1011.0,10.0,17.0,2,11,2020,Clear
0,26.0,29.0,0.0,0.0,0.18,1011.0,5.0,7.0,3,11,2020,Clear
3,25.0,27.0,0.0,0.0,0.4,1011.0,5.0,8.0,3,11,2020,Partly cloudy
6,25.0,27.0,0.0,0.0,0.38,1011.0,5.0,8.0,3,11,2020,Partly cloudy
9,28.0,31.0,0.2,1.0,0.64,1013.0,5.0,12.0,3,11,2020,Patchy rain possible
12,31.0,35.0,0.0,0.0,0.78,1011.0,3.0,11.0,3,11,2020,Cloudy
15,32.0,37.0,0.0,0.0,0.34,1009.0,3.0,12.0,3,11,2020,Partly cloudy
18,29.0,33.0,0.0,0.0,0.21,1010.0,7.0,12.0,3,11,2020,Clear
21,26.0,29.0,0.0,0.0,0.56,1012.0,8.0,13.0,3,11,2020,Partly cloudy
0,26.0,29.0,0.0,0.0,0.74,1011.0,5.0,8.0,4,11,2020,Cloudy
3,25.0,28.0,0.0,0.0,0.33,1010.0,1.0,3.0,4,11,2020,Partly cloudy
6,24.0,27.0,0.2,1.0,0.77,1011.0,2.0,2.0,4,11,2020,Patchy rain possible
9,28.0,31.0,0.2,1.0,0.88,1012.0,8.0,13.0,4,11,2020,Patchy rain possible
12,31.0,35.0,0.0,0.0,0.19,1010.0,10.0,16.0,4,11,2020,Clear
15,31.0,36.0,0.0,0.0,0.2,1008.0,13.0,15.0,4,11,2020,Clear
18,28.0,31.0,0.2,1.0,0.7,1009.0,9.0,13.0,4,11,2020,Patchy rain possible
21,26.0,29.0,0.0,0.0,0.18,1011.0,5.0,9.0,4,11,2020,Clear
0,26.0,28.0,0.0,0.0,0.3,1011.0,8.0,13.0,5,11,2020,Partly cloudy
3,25.0,28.0,0.0,0.0,0.23,1010.0,7.0,10.0,5,11,2020,Clear
6,24.0,27.0,0.0,0.0,0.15,1011.0,8.0,10.0,5,11,2020,Clear
9,29.0,32.0,0.0,0.0,0.13,1012.0,9.0,16.0,5,11,2020,Clear
12,32.0,37.0,0.0,0.0,0.08,1010.0,11.0,17.0,5,11,2020,Clear
15,33.0,38.0,0.0,0.0,0.06,1008.0,11.0,13.0,5,11,2020,Clear
18,30.0,34.0,0.0,0.0,0.12,1009.0,9.0,11.0,5,11,2020,Clear
21,28.0,31.0,0.0,0.0,0.6,1011.0,8.0,13.0,5,11,2020,Partly cloudy
0,26.0,29.0,0.0,0.0,0.61,1011.0,8.0,13.0,6,11,2020,Cloudy
3,25.0,28.0,0.0,0.0,0.82,1010.0,7.0,12.0,6,11,2020,Cloudy
6,26.0,28.0,0.0,0.0,0.66,1011.0,6.0,9.0,6,11,2020,Cloudy
9,29.0,32.0,0.0,0.0,0.56,1012.0,9.0,15.0,6,11,2020,Partly cloudy
12,31.0,36.0,0.0,0.0,0.56,1010.0,10.0,15.0,6,11,2020,Partly cloudy
15,29.0,33.0,1.7,1.0,0.67,1008.0,9.0,16.0,6,11,2020,Moderate or heavy rain shower
18,28.0,32.0,2.6,1.0,0.73,1010.0,7.0,10.0,6,11,2020,Moderate or heavy rain shower
21,27.0,30.0,1.3,1.0,0.88,1012.0,3.0,6.0,6,11,2020,Heavy rain at times
0,26.0,29.0,0.0,0.0,0.75,1012.0,4.0,6.0,7,11,2020,Cloudy
3,25.0,28.0,0.0,0.0,0.53,1011.0,5.0,7.0,7,11,2020,Partly cloudy
6,26.0,29.0,0.2,1.0,0.8,1012.0,6.0,8.0,7,11,2020,Patchy rain possible
9,29.0,32.0,0.1,1.0,0.63,1013.0,10.0,13.0,7,11,2020,Patchy rain possible
12,31.0,36.0,0.1,1.0,0.58,1011.0,12.0,18.0,7,11,2020,Patchy rain possible
15,29.0,34.0,0.2,1.0,0.66,1009.0,15.0,18.0,7,11,2020,Patchy rain possible
18,27.0,31.0,0.0,0.0,0.83,1010.0,14.0,20.0,7,11,2020,Cloudy
21,26.0,29.0,0.0,0.0,0.49,1012.0,9.0,10.0,7,11,2020,Partly cloudy
0,25.0,28.0,0.7,1.0,0.67,1012.0,5.0,8.0,8,11,2020,Moderate rain at times
3,25.0,27.0,0.0,0.0,0.8,1010.0,10.0,15.0,8,11,2020,Cloudy
6,25.0,27.0,0.0,0.0,0.85,1011.0,13.0,20.0,8,11,2020,Cloudy
9,28.0,30.0,0.0,0.0,0.48,1012.0,14.0,18.0,8,11,2020,Partly cloudy
12,30.0,34.0,0.0,0.0,0.39,1010.0,11.0,18.0,8,11,2020,Partly cloudy
15,30.0,35.0,0.0,0.0,0.42,1009.0,5.0,15.0,8,11,2020,Partly cloudy
18,27.0,31.0,0.0,0.0,0.65,1010.0,8.0,12.0,8,11,2020,Cloudy
21,24.0,27.0,0.0,0.0,0.81,1011.0,5.0,8.0,8,11,2020,Cloudy
0,26.0,28.0,0.0,0.0,0.09,1010.0,5.0,6.0,9,11,2020,Clear
3,24.0,26.0,0.0,0.0,0.06,1009.0,8.0,12.0,9,11,2020,Clear
6,24.0,26.0,0.0,0.0,0.09,1009.0,9.0,16.0,9,11,2020,Clear
9,28.0,31.0,0.0,0.0,0.2,1010.0,7.0,21.0,9,11,2020,Clear
12,31.0,35.0,0.0,0.0,0.48,1008.0,11.0,25.0,9,11,2020,Partly cloudy
15,29.0,33.0,0.0,0.0,0.46,1006.0,16.0,27.0,9,11,2020,Partly cloudy
18,28.0,31.0,0.0,0.0,0.44,1007.0,14.0,23.0,9,11,2020,Partly cloudy
21,27.0,29.0,0.0,0.0,0.47,1009.0,11.0,19.0,9,11,2020,Partly cloudy
0,26.0,28.0,0.0,0.0,0.31,1008.0,13.0,21.0,10,11,2020,Partly cloudy
3,25.0,27.0,0.0,0.0,0.56,1007.0,18.0,27.0,10,11,2020,Partly cloudy
6,24.0,26.0,0.0,0.0,0.59,1007.0,19.0,28.0,10,11,2020,Partly cloudy
9,25.0,27.0,0.0,0.0,0.83,1008.0,21.0,29.0,10,11,2020,Cloudy
12,26.0,28.0,0.0,0.0,0.99,1008.0,18.0,33.0,10,11,2020,Overcast
15,25.0,27.0,0.0,0.0,1.0,1007.0,16.0,32.0,10,11,2020,Overcast
18,23.0,25.0,0.0,0.0,0.88,1008.0,12.0,24.0,10,11,2020,Overcast
21,23.0,25.0,0.1,1.0,0.85,1011.0,8.0,12.0,10,11,2020,Patchy rain possible
0,21.0,21.0,0.0,0.0,0.7,1010.0,9.0,14.0,11,11,2020,Cloudy
3,22.0,25.0,0.0,0.0,0.8,1009.0,8.0,12.0,11,11,2020,Cloudy
6,23.0,25.0,0.0,0.0,0.65,1011.0,6.0,8.0,11,11,2020,Cloudy
9,25.0,27.0,0.0,0.0,0.63,1012.0,3.0,10.0,11,11,2020,Cloudy
12,28.0,31.0,0.0,0.0,0.58,1011.0,4.0,10.0,11,11,2020,Partly cloudy
15,29.0,32.0,0.0,0.0,0.5,1009.0,6.0,12.0,11,11,2020,Partly cloudy
18,28.0,31.0,0.0,0.0,0.66,1010.0,4.0,5.0,11,11,2020,Cloudy
21,26.0,28.0,0.0,0.0,0.59,1012.0,3.0,4.0,11,11,2020,Partly cloudy
0,25.0,27.0,0.0,0.0,0.47,1012.0,4.0,7.0,12,11,2020,Partly cloudy
3,24.0,26.0,0.0,0.0,0.35,1010.0,6.0,9.0,12,11,2020,Partly cloudy
6,24.0,27.0,0.0,0.0,0.41,1012.0,8.0,10.0,12,11,2020,Partly cloudy
9,28.0,32.0,0.0,0.0,0.25,1013.0,7.0,13.0,12,11,2020,Partly cloudy
12,31.0,36.0,0.1,1.0,0.74,1011.0,4.0,15.0,12,11,2020,Patchy rain possible
15,31.0,37.0,0.0,0.0,0.62,1009.0,6.0,13.0,12,11,2020,Cloudy
18,28.0,32.0,0.0,0.0,0.81,1010.0,8.0,13.0,12,11,2020,Cloudy
21,26.0,29.0,0.0,0.0,0.75,1011.0,5.0,8.0,12,11,2020,Cloudy
0,25.0,28.0,0.0,0.0,0.75,1010.0,6.0,10.0,13,11,2020,Cloudy
3,25.0,27.0,0.0,0.0,0.41,1009.0,7.0,10.0,13,11,2020,Partly cloudy
6,24.0,27.0,0.0,0.0,0.24,1010.0,6.0,8.0,13,11,2020,Clear
9,28.0,31.0,0.0,0.0,0.19,1011.0,9.0,15.0,13,11,2020,Clear
12,31.0,35.0,0.0,0.0,0.1,1009.0,11.0,12.0,13,11,2020,Clear
15,32.0,37.0,0.0,0.0,0.05,1007.0,11.0,13.0,13,11,2020,Clear
18,29.0,33.0,0.0,0.0,0.05,1008.0,12.0,13.0,13,11,2020,Clear
21,27.0,30.0,0.0,0.0,0.04,1009.0,11.0,16.0,13,11,2020,Clear
0,25.0,28.0,0.0,0.0,0.0,1009.0,11.0,13.0,14,11,2020,Clear
3,24.0,26.0,0.0,0.0,0.07,1008.0,11.0,15.0,14,11,2020,Clear
6,24.0,26.0,0.0,0.0,0.1,1009.0,12.0,17.0,14,11,2020,Clear
9,27.0,29.0,0.0,0.0,0.07,1009.0,15.0,21.0,14,11,2020,Clear
12,30.0,34.0,0.0,0.0,0.13,1008.0,14.0,21.0,14,11,2020,Clear
15,31.0,35.0,0.0,0.0,0.13,1006.0,10.0,19.0,14,11,2020,Clear
18,29.0,32.0,0.0,0.0,0.12,1008.0,8.0,12.0,14,11,2020,Clear
21,26.0,29.0,0.0,0.0,0.16,1010.0,8.0,13.0,14,11,2020,Clear
0,25.0,28.0,0.0,0.0,0.59,1010.0,3.0,5.0,15,11,2020,Partly cloudy
3,25.0,27.0,0.0,0.0,0.45,1010.0,2.0,3.0,15,11,2020,Partly cloudy
6,25.0,27.0,0.0,0.0,0.29,1011.0,3.0,3.0,15,11,2020,Partly cloudy
9,29.0,32.0,0.0,0.0,0.44,1012.0,4.0,10.0,15,11,2020,Partly cloudy
12,31.0,36.0,0.2,1.0,0.61,1010.0,3.0,11.0,15,11,2020,Patchy rain possible
15,32.0,37.0,0.0,0.0,0.5,1009.0,5.0,12.0,15,11,2020,Partly cloudy
18,29.0,33.0,0.0,0.0,0.23,1010.0,8.0,12.0,15,11,2020,Clear
21,27.0,30.0,0.0,0.0,0.14,1011.0,6.0,10.0,15,11,2020,Clear
0,26.0,28.0,0.0,0.0,0.18,1011.0,3.0,5.0,16,11,2020,Clear
3,26.0,28.0,0.0,0.0,0.14,1011.0,3.0,5.0,16,11,2020,Clear
6,25.0,28.0,0.0,0.0,0.12,1011.0,5.0,6.0,16,11,2020,Clear
9,29.0,34.0,0.0,0.0,0.25,1012.0,6.0,8.0,16,11,2020,Clear
12,32.0,37.0,0.0,0.0,0.62,1010.0,5.0,22.0,16,11,2020,Cloudy
15,32.0,38.0,0.0,0.0,0.84,1008.0,6.0,17.0,16,11,2020,Cloudy
18,29.0,33.0,0.2,1.0,0.76,1009.0,6.0,12.0,16,11,2020,Patchy rain possible
21,27.0,30.0,0.0,0.0,0.73,1011.0,7.0,11.0,16,11,2020,Cloudy
0,26.0,29.0,0.0,0.0,0.28,1010.0,5.0,6.0,17,11,2020,Partly cloudy
3,26.0,29.0,0.0,0.0,0.14,1009.0,6.0,9.0,17,11,2020,Clear
6,25.0,27.0,0.0,0.0,0.18,1010.0,7.0,9.0,17,11,2020,Clear
9,30.0,35.0,0.0,0.0,0.13,1011.0,6.0,12.0,17,11,2020,Clear
12,33.0,38.0,0.0,0.0,0.35,1009.0,7.0,14.0,17,11,2020,Partly cloudy
15,33.0,38.0,0.0,0.0,0.67,1006.0,3.0,12.0,17,11,2020,Cloudy
18,30.0,34.0,0.0,0.0,0.34,1008.0,6.0,9.0,17,11,2020,Partly cloudy
21,27.0,31.0,0.0,0.0,0.27,1009.0,5.0,8.0,17,11,2020,Partly cloudy
0,27.0,31.0,0.0,0.0,0.17,1009.0,3.0,4.0,18,11,2020,Clear
3,27.0,30.0,0.0,0.0,0.1,1008.0,3.0,4.0,18,11,2020,Clear
6,25.0,29.0,0.0,0.0,0.13,1009.0,1.0,2.0,18,11,2020,Clear
9,31.0,36.0,0.0,0.0,0.09,1010.0,3.0,14.0,18,11,2020,Clear
12,33.0,39.0,0.0,0.0,0.23,1008.0,6.0,17.0,18,11,2020,Clear
15,32.0,37.0,1.3,1.0,0.83,1006.0,10.0,18.0,18,11,2020,Heavy rain at times
18,29.0,33.0,0.0,0.0,0.16,1008.0,8.0,15.0,18,11,2020,Clear
21,27.0,31.0,0.2,1.0,0.54,1009.0,9.0,10.0,18,11,2020,Patchy rain possible
0,26.0,29.0,0.8,1.0,0.75,1009.0,7.0,12.0,19,11,2020,Moderate rain at times
3,26.0,28.0,0.0,0.0,0.78,1009.0,5.0,8.0,19,11,2020,Cloudy
6,26.0,29.0,0.0,0.0,0.61,1009.0,6.0,9.0,19,11,2020,Cloudy
9,29.0,34.0,0.0,0.0,0.47,1010.0,7.0,13.0,19,11,2020,Partly cloudy
12,32.0,38.0,0.2,1.0,0.61,1008.0,4.0,14.0,19,11,2020,Patchy rain possible
15,31.0,38.0,4.0,1.0,0.74,1006.0,7.0,14.0,19,11,2020,Moderate or heavy rain shower
18,27.0,31.0,1.3,1.0,0.75,1007.0,11.0,16.0,19,11,2020,Heavy rain at times
21,27.0,30.0,0.0,0.0,0.34,1009.0,11.0,12.0,19,11,2020,Partly cloudy
0,26.0,29.0,0.0,0.0,0.14,1008.0,8.0,12.0,20,11,2020,Clear
3,25.0,28.0,0.0,0.0,0.2,1008.0,7.0,10.0,20,11,2020,Clear
6,26.0,29.0,0.0,0.0,0.33,1009.0,8.0,11.0,20,11,2020,Partly cloudy
9,30.0,34.0,0.0,0.0,0.41,1010.0,9.0,10.0,20,11,2020,Partly cloudy
12,30.0,36.0,0.3,1.0,0.67,1008.0,7.0,18.0,20,11,2020,Patchy rain possible
15,30.0,36.0,0.8,1.0,0.78,1006.0,9.0,16.0,20,11,2020,Moderate rain at times
18,29.0,33.0,0.0,0.0,0.84,1007.0,7.0,14.0,20,11,2020,Cloudy
21,27.0,30.0,0.0,0.0,0.39,1009.0,7.0,12.0,20,11,2020,Partly cloudy
0,27.0,30.0,0.0,0.0,0.11,1008.0,7.0,10.0,21,11,2020,Clear
3,26.0,29.0,0.0,0.0,0.16,1008.0,6.0,10.0,21,11,2020,Clear
6,26.0,29.0,0.0,0.0,0.3,1009.0,7.0,9.0,21,11,2020,Partly cloudy
9,29.0,34.0,0.0,0.0,0.6,1010.0,7.0,16.0,21,11,2020,Cloudy
12,32.0,38.0,0.2,1.0,0.76,1008.0,6.0,17.0,21,11,2020,Patchy rain possible
15,31.0,36.0,2.5,1.0,0.8,1007.0,8.0,18.0,21,11,2020,Moderate or heavy rain shower
18,28.0,31.0,0.0,0.0,0.86,1008.0,11.0,17.0,21,11,2020,Overcast
21,27.0,30.0,0.0,0.0,0.8,1010.0,9.0,13.0,21,11,2020,Cloudy
0,26.0,29.0,0.0,0.0,0.08,1010.0,9.0,12.0,22,11,2020,Clear
3,26.0,29.0,0.0,0.0,0.07,1009.0,7.0,9.0,22,11,2020,Clear
6,25.0,28.0,0.0,0.0,0.12,1010.0,6.0,8.0,22,11,2020,Clear
9,29.0,33.0,0.2,1.0,0.75,1011.0,8.0,17.0,22,11,2020,Patchy rain possible
